customer_id,issue_type,status,created_at,resolved_at,issue_description
CUST082,Billing,Pending,15/06/2006,04/10/2016,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl
CUST093,General Inquiry,Pending,16/06/2005,21/03/2020,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
CUST087,Technical,Closed,18/11/2005,31/07/2018,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
CUST066,Technical,Open,02/05/2014,24/04/2008,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
CUST080,Technical,Open,28/06/2020,25/08/2019,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
CUST097,Billing,Pending,17/01/2003,20/10/2013,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis
CUST027,General Inquiry,Closed,03/09/2021,13/11/2010,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
CUST002,Technical,Pending,17/04/2006,07/06/2007,pede ac diam cras pellentesque volutpat dui maecenas tristique est
CUST099,Billing,Open,14/01/2003,23/12/2013,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien
CUST049,Billing,Closed,07/04/2008,30/04/2012,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
CUST009,General Inquiry,Open,25/12/2010,19/03/2014,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
CUST087,General Inquiry,Open,24/02/2014,26/05/2015,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat
CUST077,Technical,Closed,19/02/2016,25/02/2010,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at
CUST025,Billing,Pending,10/06/2018,17/10/2005,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
CUST046,General Inquiry,Closed,20/03/2010,05/11/2016,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel
CUST014,General Inquiry,Pending,19/05/2013,21/10/2020,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia
CUST078,General Inquiry,Open,15/12/2010,05/02/2016,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim
CUST099,Technical,Pending,18/10/2010,01/11/2010,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
CUST090,Technical,Open,06/01/2022,18/09/2017,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
CUST100,Technical,Open,21/12/2017,28/03/2012,praesent id massa id nisl venenatis lacinia aenean sit amet
CUST040,Billing,Open,28/05/2020,08/08/2016,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec
CUST026,General Inquiry,Pending,13/07/2007,10/12/2006,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
CUST029,Technical,Pending,04/02/2010,19/02/2022,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
CUST064,General Inquiry,Pending,29/07/2015,11/08/2015,massa id nisl venenatis lacinia aenean sit amet justo morbi ut
CUST014,General Inquiry,Open,08/01/2009,12/12/2013,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
CUST032,Technical,Closed,27/09/2019,27/09/2013,potenti nullam porttitor lacus at turpis donec posuere metus vitae
CUST072,General Inquiry,Open,25/07/2014,22/02/2016,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit
CUST024,Billing,Pending,20/11/2015,23/08/2008,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
CUST037,Technical,Pending,30/04/2011,31/07/2017,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
CUST003,Technical,Open,04/08/2019,22/05/2019,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at
CUST038,Technical,Closed,04/02/2011,20/07/2017,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
CUST047,General Inquiry,Open,02/10/2016,26/01/2021,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas
CUST039,Technical,Open,30/12/2011,19/05/2016,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede
CUST064,Technical,Open,15/07/2016,06/05/2008,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient
CUST024,Billing,Pending,19/03/2008,22/02/2013,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a
CUST051,Billing,Pending,19/02/2022,21/10/2019,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
CUST021,General Inquiry,Open,02/06/2007,25/05/2019,volutpat in congue etiam justo etiam pretium iaculis justo in
CUST025,Billing,Open,18/10/2005,06/04/2013,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum
CUST058,General Inquiry,Pending,01/06/2004,15/02/2013,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst
CUST027,General Inquiry,Closed,09/03/2005,11/04/2003,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac
CUST034,Technical,Closed,20/03/2007,27/06/2005,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
CUST064,Billing,Pending,29/03/2008,12/01/2004,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst
CUST046,Technical,Open,28/02/2007,12/10/2011,commodo placerat praesent blandit nam nulla integer pede justo lacinia
CUST063,Technical,Open,03/06/2018,03/08/2013,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in
CUST080,Technical,Open,12/11/2022,08/01/2010,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec
CUST024,Billing,Pending,01/08/2015,18/12/2019,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc
CUST097,General Inquiry,Open,07/01/2010,05/09/2021,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet
CUST040,General Inquiry,Open,03/11/2005,15/04/2009,sit amet eleifend pede libero quis orci nullam molestie nibh in
CUST074,Technical,Closed,22/02/2015,30/09/2004,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
CUST078,Billing,Open,23/10/2015,02/03/2007,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet
CUST020,Billing,Closed,18/03/2022,08/02/2022,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede
CUST066,Technical,Pending,25/11/2022,06/12/2012,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
CUST047,Billing,Open,17/02/2006,08/09/2022,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
CUST019,General Inquiry,Pending,20/06/2018,17/08/2008,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut
CUST058,Technical,Pending,01/01/2009,07/09/2012,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
CUST093,Billing,Open,15/04/2008,02/01/2021,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
CUST010,General Inquiry,Closed,15/11/2018,07/02/2019,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien
CUST035,Billing,Closed,08/07/2013,25/12/2010,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat
CUST032,General Inquiry,Closed,18/12/2014,26/10/2005,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
CUST025,Billing,Pending,07/05/2011,05/12/2017,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
CUST028,Billing,Pending,29/09/2018,05/10/2007,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
CUST079,General Inquiry,Closed,02/04/2016,24/11/2014,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
CUST097,General Inquiry,Pending,10/05/2013,07/05/2005,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
CUST003,Billing,Closed,25/02/2007,08/02/2009,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
CUST100,General Inquiry,Closed,07/11/2011,10/12/2017,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
CUST078,General Inquiry,Closed,18/05/2015,05/01/2004,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in
CUST081,Technical,Pending,24/03/2007,16/09/2005,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
CUST068,Billing,Closed,09/08/2020,13/08/2009,a ipsum integer a nibh in quis justo maecenas rhoncus
CUST079,Billing,Open,20/04/2017,18/11/2016,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
CUST049,General Inquiry,Open,19/12/2005,25/11/2008,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
CUST035,General Inquiry,Open,27/02/2010,05/08/2006,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
CUST068,Technical,Open,12/10/2022,17/02/2017,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
CUST020,Billing,Open,27/08/2020,31/10/2011,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu
CUST083,General Inquiry,Closed,21/05/2009,07/11/2005,etiam faucibus cursus urna ut tellus nulla ut erat id mauris
CUST006,Technical,Pending,23/05/2004,03/02/2013,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
CUST099,Technical,Pending,28/01/2013,07/10/2017,orci luctus et ultrices posuere cubilia curae donec pharetra magna
CUST099,General Inquiry,Open,06/03/2008,17/12/2009,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante
CUST056,Technical,Open,04/11/2010,24/01/2008,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque
CUST041,Billing,Open,16/03/2016,20/10/2022,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat
CUST011,Technical,Pending,19/06/2007,14/03/2006,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
CUST014,Technical,Open,21/05/2016,18/05/2016,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet
CUST019,General Inquiry,Closed,27/03/2012,06/05/2015,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis
CUST083,General Inquiry,Pending,06/11/2009,14/10/2005,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
CUST079,General Inquiry,Closed,16/07/2016,26/08/2003,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac
CUST071,Technical,Pending,07/04/2017,26/08/2016,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
CUST045,General Inquiry,Open,14/08/2021,07/05/2019,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
CUST047,General Inquiry,Closed,12/09/2012,13/06/2017,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
CUST002,Technical,Pending,11/05/2008,10/03/2019,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
CUST029,Billing,Open,07/02/2011,04/12/2016,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
CUST047,Billing,Pending,17/06/2006,28/11/2007,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
CUST011,General Inquiry,Open,14/01/2006,16/04/2011,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam
CUST058,Billing,Pending,05/01/2019,08/02/2020,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
CUST074,General Inquiry,Pending,25/01/2003,23/02/2003,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
CUST062,Billing,Open,22/05/2008,05/06/2003,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
CUST076,Technical,Open,25/08/2010,12/06/2020,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum
CUST018,Billing,Pending,21/02/2004,01/03/2011,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer
CUST037,Billing,Open,29/12/2019,06/01/2003,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
CUST027,General Inquiry,Closed,25/05/2007,26/05/2010,est risus auctor sed tristique in tempus sit amet sem fusce
CUST100,General Inquiry,Closed,05/11/2014,21/11/2010,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
CUST056,Technical,Closed,27/02/2014,15/10/2020,maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
CUST087,Technical,Pending,05/03/2021,19/09/2007,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet
CUST058,General Inquiry,Pending,17/10/2009,13/03/2011,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam
CUST017,General Inquiry,Pending,25/12/2010,04/09/2020,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam
CUST089,Technical,Pending,19/07/2013,03/09/2011,congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
CUST013,General Inquiry,Pending,08/09/2022,02/10/2006,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec
CUST050,General Inquiry,Open,19/05/2016,21/03/2021,leo rhoncus sed vestibulum sit amet cursus id turpis integer
CUST050,Billing,Pending,29/06/2008,03/02/2010,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel
CUST014,Technical,Pending,20/05/2010,08/12/2008,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut
CUST022,Billing,Closed,26/01/2014,08/10/2013,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut
CUST062,Billing,Open,07/01/2005,14/08/2019,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris
CUST079,Billing,Closed,03/05/2012,05/07/2005,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique
CUST095,Technical,Open,18/06/2005,05/03/2022,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit
CUST049,Billing,Closed,12/11/2020,10/05/2009,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
CUST084,Billing,Closed,17/03/2016,28/05/2016,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
CUST069,General Inquiry,Closed,27/11/2008,06/12/2005,cras pellentesque volutpat dui maecenas tristique est et tempus semper est
CUST044,Billing,Closed,07/02/2014,28/03/2004,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
CUST082,Billing,Pending,27/04/2009,05/11/2010,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas
CUST025,Technical,Closed,18/11/2018,04/07/2003,bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac
CUST068,General Inquiry,Pending,14/07/2006,06/08/2009,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum
CUST024,Technical,Closed,02/03/2008,21/06/2016,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget
CUST006,General Inquiry,Closed,11/12/2009,03/11/2011,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
CUST075,Billing,Closed,18/07/2021,19/09/2008,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
CUST024,Billing,Pending,27/07/2006,08/01/2021,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer
CUST014,Technical,Closed,25/07/2011,02/03/2022,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
CUST026,Technical,Pending,22/01/2017,20/01/2014,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
CUST065,Technical,Open,09/08/2018,16/10/2016,cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan
CUST096,Technical,Open,11/09/2011,03/06/2003,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
CUST087,Billing,Open,02/10/2014,31/07/2006,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis
CUST094,Technical,Open,18/09/2008,11/10/2020,mollis molestie lorem quisque ut erat curabitur gravida nisi at
CUST095,Billing,Open,15/01/2010,22/11/2018,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras
CUST005,Technical,Pending,18/03/2004,12/11/2004,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
CUST035,Billing,Closed,09/03/2016,28/03/2019,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
CUST050,Technical,Open,10/04/2020,08/06/2004,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien
CUST004,Technical,Pending,09/08/2003,10/11/2005,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
CUST001,General Inquiry,Pending,16/06/2003,28/03/2013,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
CUST096,General Inquiry,Pending,25/07/2003,04/06/2013,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus
CUST011,Technical,Open,07/11/2011,21/05/2004,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
CUST090,General Inquiry,Pending,11/01/2017,06/10/2015,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat
CUST035,Technical,Open,28/06/2022,21/11/2022,et ultrices posuere cubilia curae nulla dapibus dolor vel est
CUST001,Billing,Closed,27/05/2017,30/12/2015,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
CUST046,General Inquiry,Closed,18/04/2014,12/12/2013,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
CUST086,General Inquiry,Closed,20/11/2013,14/08/2016,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
CUST019,General Inquiry,Pending,13/06/2022,11/11/2012,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
CUST028,General Inquiry,Open,24/09/2018,21/06/2011,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac
CUST063,General Inquiry,Pending,16/07/2016,21/04/2011,semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
CUST032,Billing,Open,05/12/2022,29/03/2006,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
CUST095,Billing,Closed,24/08/2020,12/12/2011,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
CUST049,Technical,Closed,10/01/2008,01/11/2016,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
CUST038,General Inquiry,Open,15/10/2003,28/04/2011,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
CUST050,Billing,Pending,28/12/2008,03/07/2016,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim
CUST012,Billing,Open,26/06/2008,28/11/2007,elementum ligula vehicula consequat morbi a ipsum integer a nibh
CUST055,Technical,Closed,13/04/2018,27/07/2011,libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
CUST078,Technical,Closed,11/01/2016,02/09/2012,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio
CUST086,Technical,Pending,08/11/2018,28/10/2009,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
CUST047,Technical,Closed,11/02/2003,15/09/2004,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
CUST069,Billing,Pending,19/10/2020,27/06/2016,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
CUST071,Technical,Open,08/10/2015,11/01/2022,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
CUST084,General Inquiry,Closed,20/07/2022,06/12/2014,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
CUST091,General Inquiry,Open,05/12/2014,15/04/2019,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat
CUST083,General Inquiry,Pending,15/12/2006,23/08/2022,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum
CUST015,Technical,Open,31/05/2011,16/09/2007,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
CUST089,Technical,Pending,30/05/2006,16/05/2019,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum
CUST073,Technical,Open,06/10/2011,15/10/2016,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
CUST020,General Inquiry,Open,12/08/2013,17/11/2012,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
CUST058,Technical,Open,07/02/2014,29/12/2011,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in
CUST055,Technical,Closed,25/01/2009,04/10/2018,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla
CUST015,Billing,Closed,21/03/2008,13/02/2004,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
CUST077,General Inquiry,Closed,01/02/2019,18/08/2010,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
CUST037,General Inquiry,Pending,16/06/2014,16/06/2021,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante
CUST055,Billing,Open,13/08/2013,05/05/2006,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
CUST030,Technical,Open,02/05/2019,01/05/2009,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo
CUST004,General Inquiry,Closed,26/06/2007,17/12/2020,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
CUST080,Technical,Pending,08/07/2014,30/04/2022,duis bibendum morbi non quam nec dui luctus rutrum nulla
CUST066,Technical,Closed,23/12/2019,22/07/2018,imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
CUST068,Billing,Closed,21/12/2013,03/08/2017,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
CUST019,General Inquiry,Closed,08/02/2003,03/12/2018,massa tempor convallis nulla neque libero convallis eget eleifend luctus
CUST033,General Inquiry,Open,14/05/2007,29/03/2007,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis
CUST073,Billing,Closed,10/04/2012,29/01/2009,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus
CUST045,Billing,Closed,28/12/2008,31/05/2021,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt
CUST027,General Inquiry,Closed,07/01/2018,31/07/2020,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
CUST094,Billing,Open,19/08/2011,04/04/2013,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla
CUST046,Billing,Open,08/02/2011,17/12/2007,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget
CUST063,Technical,Pending,25/08/2005,16/06/2003,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
CUST076,General Inquiry,Pending,08/07/2012,05/05/2010,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius
CUST058,Technical,Pending,10/10/2011,11/05/2004,non interdum in ante vestibulum ante ipsum primis in faucibus
CUST054,Billing,Open,01/11/2019,06/08/2018,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
CUST058,Billing,Pending,27/07/2016,15/10/2022,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
CUST028,Technical,Closed,02/09/2006,28/01/2003,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis
CUST039,General Inquiry,Closed,05/05/2007,03/04/2015,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus
CUST060,Billing,Open,13/11/2015,30/07/2017,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus
CUST053,Technical,Pending,05/11/2006,20/12/2007,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
CUST046,Technical,Pending,03/06/2010,18/01/2004,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
CUST088,Billing,Closed,30/11/2008,24/07/2008,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam
CUST024,General Inquiry,Pending,04/03/2009,20/05/2014,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in
CUST032,General Inquiry,Closed,01/11/2016,13/03/2019,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
CUST069,Technical,Open,22/04/2018,20/08/2015,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
CUST079,Technical,Closed,06/10/2022,22/05/2006,ante vestibulum ante ipsum primis in faucibus orci luctus et
CUST041,Billing,Pending,01/07/2020,04/04/2012,volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
CUST028,Billing,Open,20/04/2013,09/01/2017,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
CUST097,Technical,Open,20/03/2016,23/07/2021,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
